tokens,token_n,N_1,new
to,26410,26410,1
appal,26411,26411,0
!,26412,26412,1
Woe,26413,26413,1
to,26414,26414,1
him,26415,26415,1
whose,26416,26416,1
good,26417,26417,1
name,26418,26418,1
is,26419,26419,1
more,26420,26420,1
to,26421,26421,1
him,26422,26422,1
than,26423,26423,1
goodness,26424,26424,1
!,26425,26425,1
Woe,26426,26426,1
to,26427,26427,1
him,26428,26428,1
who,26429,26429,1
",",26430,26430,1
in,26431,26431,1
this,26432,26432,1
world,26433,26433,1
",",26434,26434,1
courts,26435,26435,0
not,26436,26436,1
dishonor,26437,26437,0
!,26438,26438,1
Woe,26439,26439,1
to,26440,26440,1
him,26441,26441,1
who,26442,26442,1
would,26443,26443,1
not,26444,26444,1
be,26445,26445,1
true,26446,26446,1
",",26447,26447,1
even,26448,26448,1
though,26449,26449,1
to,26450,26450,1
be,26451,26451,1
false,26452,26452,1
were,26453,26453,1
salvation,26454,26454,0
!,26455,26455,1
Yea,26456,26456,0
",",26457,26457,1
woe,26458,26458,1
to,26459,26459,1
him,26460,26460,1
who,26461,26461,1
",",26462,26462,1
as,26463,26463,1
the,26464,26464,1
great,26465,26465,1
Pilot,26466,26466,0
Paul,26467,26467,1
has,26468,26468,1
it,26469,26469,1
",",26470,26470,1
while,26471,26471,1
preaching,26472,26472,0
to,26473,26473,1
others,26474,26474,1
is,26475,26475,1
himself,26476,26476,1
a,26477,26477,1
castaway,26478,26478,0
!,26479,26479,1
”,26480,26480,1
He,26481,26481,1
dropped,26482,26482,1
and,26483,26483,1
fell,26484,26484,1
away,26485,26485,1
from,26486,26486,1
himself,26487,26487,1
for,26488,26488,1
a,26489,26489,1
moment,26490,26490,1
;,26491,26491,1
then,26492,26492,1
lifting,26493,26493,0
his,26494,26494,1
face,26495,26495,1
to,26496,26496,1
them,26497,26497,1
again,26498,26498,1
",",26499,26499,1
showed,26500,26500,1
a,26501,26501,1
deep,26502,26502,1
joy,26503,26503,1
in,26504,26504,1
his,26505,26505,1
eyes,26506,26506,1
",",26507,26507,1
as,26508,26508,1
he,26509,26509,1
cried,26510,26510,1
out,26511,26511,1
with,26512,26512,1
a,26513,26513,1
heavenly,26514,26514,0
enthusiasm,26515,26515,0
",",26516,26516,1
—,26517,26517,1
“,26518,26518,1
But,26519,26519,1
oh,26520,26520,0
!,26521,26521,1
shipmates,26522,26522,1
!,26523,26523,1
on,26524,26524,1
the,26525,26525,1
starboard,26526,26526,1
hand,26527,26527,1
of,26528,26528,1
every,26529,26529,1
woe,26530,26530,1
",",26531,26531,1
there,26532,26532,1
is,26533,26533,1
a,26534,26534,1
sure,26535,26535,1
delight,26536,26536,0
;,26537,26537,1
and,26538,26538,1
higher,26539,26539,1
the,26540,26540,1
top,26541,26541,1
of,26542,26542,1
that,26543,26543,1
delight,26544,26544,1
",",26545,26545,1
than,26546,26546,1
the,26547,26547,1
bottom,26548,26548,1
of,26549,26549,1
the,26550,26550,1
woe,26551,26551,1
is,26552,26552,1
deep,26553,26553,1
.,26554,26554,1
Is,26555,26555,1
not,26556,26556,1
the,26557,26557,1
main-truck,26558,26558,0
higher,26559,26559,1
than,26560,26560,1
the,26561,26561,1
kelson,26562,26562,0
is,26563,26563,1
low,26564,26564,1
?,26565,26565,1
Delight,26566,26566,1
is,26567,26567,1
to,26568,26568,1
him—a,26569,26569,0
far,26570,26570,1
",",26571,26571,1
far,26572,26572,1
upward,26573,26573,1
",",26574,26574,1
and,26575,26575,1
inward,26576,26576,1
delight—who,26577,26577,0
against,26578,26578,1
the,26579,26579,1
proud,26580,26580,0
gods,26581,26581,1
and,26582,26582,1
commodores,26583,26583,0
of,26584,26584,1
this,26585,26585,1
earth,26586,26586,1
",",26587,26587,1
ever,26588,26588,1
stands,26589,26589,1
forth,26590,26590,1
his,26591,26591,1
own,26592,26592,1
inexorable,26593,26593,0
self,26594,26594,1
.,26595,26595,1
Delight,26596,26596,1
is,26597,26597,1
to,26598,26598,1
him,26599,26599,1
whose,26600,26600,1
strong,26601,26601,1
arms,26602,26602,1
yet,26603,26603,1
support,26604,26604,0
him,26605,26605,1
",",26606,26606,1
when,26607,26607,1
the,26608,26608,1
ship,26609,26609,1
of,26610,26610,1
this,26611,26611,1
base,26612,26612,0
treacherous,26613,26613,0
world,26614,26614,1
has,26615,26615,1
gone,26616,26616,1
down,26617,26617,1
beneath,26618,26618,1
him,26619,26619,1
.,26620,26620,1
Delight,26621,26621,1
is,26622,26622,1
to,26623,26623,1
him,26624,26624,1
",",26625,26625,1
who,26626,26626,1
gives,26627,26627,0
no,26628,26628,1
quarter,26629,26629,1
in,26630,26630,1
the,26631,26631,1
truth,26632,26632,1
",",26633,26633,1
and,26634,26634,1
kills,26635,26635,0
",",26636,26636,1
burns,26637,26637,1
",",26638,26638,1
and,26639,26639,1
destroys,26640,26640,0
all,26641,26641,1
sin,26642,26642,1
though,26643,26643,1
he,26644,26644,1
pluck,26645,26645,0
it,26646,26646,1
out,26647,26647,1
from,26648,26648,1
under,26649,26649,1
the,26650,26650,1
robes,26651,26651,0
of,26652,26652,1
Senators,26653,26653,0
and,26654,26654,1
Judges,26655,26655,0
.,26656,26656,1
Delight,26657,26657,1
",",26658,26658,1
—top-gallant,26659,26659,0
delight,26660,26660,1
is,26661,26661,1
to,26662,26662,1
him,26663,26663,1
",",26664,26664,1
who,26665,26665,1
acknowledges,26666,26666,0
no,26667,26667,1
law,26668,26668,1
or,26669,26669,1
lord,26670,26670,0
",",26671,26671,1
but,26672,26672,1
the,26673,26673,1
Lord,26674,26674,1
his,26675,26675,1
God,26676,26676,1
",",26677,26677,1
and,26678,26678,1
is,26679,26679,1
only,26680,26680,1
a,26681,26681,1
patriot,26682,26682,0
to,26683,26683,1
heaven,26684,26684,1
.,26685,26685,1
Delight,26686,26686,1
is,26687,26687,1
to,26688,26688,1
him,26689,26689,1
",",26690,26690,1
whom,26691,26691,1
all,26692,26692,1
the,26693,26693,1
waves,26694,26694,1
of,26695,26695,1
the,26696,26696,1
billows,26697,26697,0
of,26698,26698,1
the,26699,26699,1
seas,26700,26700,1
of,26701,26701,1
the,26702,26702,1
boisterous,26703,26703,1
mob,26704,26704,1
can,26705,26705,1
never,26706,26706,1
shake,26707,26707,0
from,26708,26708,1
this,26709,26709,1
sure,26710,26710,1
Keel,26711,26711,0
of,26712,26712,1
the,26713,26713,1
Ages,26714,26714,0
.,26715,26715,1
And,26716,26716,1
eternal,26717,26717,1
delight,26718,26718,1
and,26719,26719,1
deliciousness,26720,26720,0
will,26721,26721,1
be,26722,26722,1
his,26723,26723,1
",",26724,26724,1
who,26725,26725,1
coming,26726,26726,1
to,26727,26727,1
lay,26728,26728,1
him,26729,26729,1
down,26730,26730,1
",",26731,26731,1
can,26732,26732,1
say,26733,26733,1
with,26734,26734,1
his,26735,26735,1
final,26736,26736,1
breath—O,26737,26737,0
Father,26738,26738,1
!,26739,26739,1
—chiefly,26740,26740,0
known,26741,26741,1
to,26742,26742,1
me,26743,26743,1
by,26744,26744,1
Thy,26745,26745,1
rod—mortal,26746,26746,0
or,26747,26747,1
immortal,26748,26748,1
",",26749,26749,1
here,26750,26750,1
I,26751,26751,1
die,26752,26752,0
.,26753,26753,1
I,26754,26754,1
have,26755,26755,1
striven,26756,26756,0
to,26757,26757,1
be,26758,26758,1
Thine,26759,26759,0
",",26760,26760,1
more,26761,26761,1
than,26762,26762,1
to,26763,26763,1
be,26764,26764,1
this,26765,26765,1
world,26766,26766,1
’,26767,26767,1
s,26768,26768,1
",",26769,26769,1
or,26770,26770,1
mine,26771,26771,1
own,26772,26772,1
.,26773,26773,1
Yet,26774,26774,1
this,26775,26775,1
is,26776,26776,1
nothing,26777,26777,1
:,26778,26778,1
I,26779,26779,1
leave,26780,26780,1
eternity,26781,26781,0
to,26782,26782,1
Thee,26783,26783,0
;,26784,26784,1
for,26785,26785,1
what,26786,26786,1
is,26787,26787,1
man,26788,26788,1
that,26789,26789,1
he,26790,26790,1
should,26791,26791,1
live,26792,26792,1
out,26793,26793,1
the,26794,26794,1
lifetime,26795,26795,0
of,26796,26796,1
his,26797,26797,1
God,26798,26798,1
?,26799,26799,1
”,26800,26800,1
He,26801,26801,1
said,26802,26802,1
no,26803,26803,1
more,26804,26804,1
",",26805,26805,1
but,26806,26806,1
slowly,26807,26807,1
waving,26808,26808,0
a,26809,26809,1
benediction,26810,26810,0
",",26811,26811,1
covered,26812,26812,1
his,26813,26813,1
face,26814,26814,1
with,26815,26815,1
his,26816,26816,1
hands,26817,26817,1
",",26818,26818,1
and,26819,26819,1
so,26820,26820,1
remained,26821,26821,0
kneeling,26822,26822,1
",",26823,26823,1
till,26824,26824,1
all,26825,26825,1
the,26826,26826,1
people,26827,26827,1
had,26828,26828,1
departed,26829,26829,1
",",26830,26830,1
and,26831,26831,1
he,26832,26832,1
was,26833,26833,1
left,26834,26834,1
alone,26835,26835,1
in,26836,26836,1
the,26837,26837,1
place,26838,26838,1
.,26839,26839,1
CHAPTER,26840,26840,1
10,26841,26841,1
.,26842,26842,1
A,26843,26843,1
Bosom,26844,26844,1
Friend,26845,26845,1
.,26846,26846,1
Returning,26847,26847,1
to,26848,26848,1
the,26849,26849,1
Spouter-Inn,26850,26850,1
from,26851,26851,1
the,26852,26852,1
Chapel,26853,26853,1
",",26854,26854,1
I,26855,26855,1
found,26856,26856,1
Queequeg,26857,26857,1
there,26858,26858,1
quite,26859,26859,1
alone,26860,26860,1
;,26861,26861,1
he,26862,26862,1
having,26863,26863,1
left,26864,26864,1
the,26865,26865,1
Chapel,26866,26866,1
before,26867,26867,1
the,26868,26868,1
benediction,26869,26869,1
some,26870,26870,1
time,26871,26871,1
.,26872,26872,1
He,26873,26873,1
was,26874,26874,1
sitting,26875,26875,1
on,26876,26876,1
a,26877,26877,1
bench,26878,26878,1
before,26879,26879,1
the,26880,26880,1
fire,26881,26881,1
",",26882,26882,1
with,26883,26883,1
his,26884,26884,1
feet,26885,26885,1
on,26886,26886,1
the,26887,26887,1
stove,26888,26888,1
hearth,26889,26889,0
",",26890,26890,1
and,26891,26891,1
in,26892,26892,1
one,26893,26893,1
hand,26894,26894,1
was,26895,26895,1
holding,26896,26896,1
close,26897,26897,1
up,26898,26898,1
to,26899,26899,1
his,26900,26900,1
face,26901,26901,1
that,26902,26902,1
little,26903,26903,1
negro,26904,26904,1
idol,26905,26905,1
of,26906,26906,1
his,26907,26907,1
;,26908,26908,1
peering,26909,26909,0
hard,26910,26910,1
into,26911,26911,1
its,26912,26912,1
face,26913,26913,1
",",26914,26914,1
and,26915,26915,1
with,26916,26916,1
a,26917,26917,1
jack-knife,26918,26918,1
gently,26919,26919,0
whittling,26920,26920,1
away,26921,26921,1
at,26922,26922,1
its,26923,26923,1
nose,26924,26924,0
",",26925,26925,1
meanwhile,26926,26926,1
humming,26927,26927,0
to,26928,26928,1
himself,26929,26929,1
in,26930,26930,1
his,26931,26931,1
heathenish,26932,26932,1
way,26933,26933,1
.,26934,26934,1
But,26935,26935,1
being,26936,26936,1
now,26937,26937,1
interrupted,26938,26938,0
",",26939,26939,1
he,26940,26940,1
put,26941,26941,1
up,26942,26942,1
the,26943,26943,1
image,26944,26944,1
;,26945,26945,1
and,26946,26946,1
pretty,26947,26947,1
soon,26948,26948,1
",",26949,26949,1
going,26950,26950,1
to,26951,26951,1
the,26952,26952,1
table,26953,26953,1
",",26954,26954,1
took,26955,26955,1
up,26956,26956,1
a,26957,26957,1
large,26958,26958,1
book,26959,26959,1
there,26960,26960,1
",",26961,26961,1
and,26962,26962,1
placing,26963,26963,1
it,26964,26964,1
on,26965,26965,1
his,26966,26966,1
lap,26967,26967,0
began,26968,26968,1
counting,26969,26969,0
the,26970,26970,1
pages,26971,26971,0
with,26972,26972,1
deliberate,26973,26973,1
regularity,26974,26974,0
;,26975,26975,1
at,26976,26976,1
every,26977,26977,1
fiftieth,26978,26978,0
page—as,26979,26979,0
I,26980,26980,1
fancied—stopping,26981,26981,0
a,26982,26982,1
moment,26983,26983,1
",",26984,26984,1
looking,26985,26985,1
vacantly,26986,26986,0
around,26987,26987,1
him,26988,26988,1
",",26989,26989,1
and,26990,26990,1
giving,26991,26991,1
utterance,26992,26992,0
to,26993,26993,1
a,26994,26994,1
long-drawn,26995,26995,0
gurgling,26996,26996,0
whistle,26997,26997,0
of,26998,26998,1
astonishment,26999,26999,1
.,27000,27000,1
He,27001,27001,1
would,27002,27002,1
then,27003,27003,1
begin,27004,27004,1
again,27005,27005,1
at,27006,27006,1
the,27007,27007,1
next,27008,27008,1
fifty,27009,27009,1
;,27010,27010,1
seeming,27011,27011,1
to,27012,27012,1
commence,27013,27013,0
at,27014,27014,1
number,27015,27015,1
one,27016,27016,1
each,27017,27017,1
time,27018,27018,1
",",27019,27019,1
as,27020,27020,1
though,27021,27021,1
he,27022,27022,1
could,27023,27023,1
not,27024,27024,1
count,27025,27025,0
more,27026,27026,1
than,27027,27027,1
fifty,27028,27028,1
",",27029,27029,1
and,27030,27030,1
it,27031,27031,1
was,27032,27032,1
only,27033,27033,1
by,27034,27034,1
such,27035,27035,1
a,27036,27036,1
large,27037,27037,1
number,27038,27038,1
of,27039,27039,1
fifties,27040,27040,0
being,27041,27041,1
found,27042,27042,1
together,27043,27043,1
",",27044,27044,1
that,27045,27045,1
his,27046,27046,1
astonishment,27047,27047,1
at,27048,27048,1
the,27049,27049,1
multitude,27050,27050,0
of,27051,27051,1
pages,27052,27052,1
was,27053,27053,1
excited,27054,27054,1
.,27055,27055,1
With,27056,27056,1
much,27057,27057,1
interest,27058,27058,1
I,27059,27059,1
sat,27060,27060,1
watching,27061,27061,1
him,27062,27062,1
.,27063,27063,1
Savage,27064,27064,0
though,27065,27065,1
he,27066,27066,1
was,27067,27067,1
",",27068,27068,1
and,27069,27069,1
hideously,27070,27070,0
marred,27071,27071,0
about,27072,27072,1
the,27073,27073,1
face—at,27074,27074,0
least,27075,27075,1
to,27076,27076,1
my,27077,27077,1
taste—his,27078,27078,0
countenance,27079,27079,1
yet,27080,27080,1
had,27081,27081,1
a,27082,27082,1
something,27083,27083,1
in,27084,27084,1
it,27085,27085,1
which,27086,27086,1
was,27087,27087,1
by,27088,27088,1
no,27089,27089,1
means,27090,27090,1
disagreeable,27091,27091,0
.,27092,27092,1
You,27093,27093,1
can,27094,27094,1
not,27095,27095,1
hide,27096,27096,0
the,27097,27097,1
soul,27098,27098,1
.,27099,27099,1
Through,27100,27100,0
all,27101,27101,1
his,27102,27102,1
unearthly,27103,27103,1
tattooings,27104,27104,1
",",27105,27105,1
I,27106,27106,1
thought,27107,27107,1
I,27108,27108,1
saw,27109,27109,1
the,27110,27110,1
traces,27111,27111,0
of,27112,27112,1
a,27113,27113,1
simple,27114,27114,1
honest,27115,27115,1
heart,27116,27116,1
;,27117,27117,1
and,27118,27118,1
in,27119,27119,1
his,27120,27120,1
large,27121,27121,1
",",27122,27122,1
deep,27123,27123,1
eyes,27124,27124,1
",",27125,27125,1
fiery,27126,27126,1
black,27127,27127,1
and,27128,27128,1
bold,27129,27129,1
",",27130,27130,1
there,27131,27131,1
seemed,27132,27132,1
tokens,27133,27133,0
of,27134,27134,1
a,27135,27135,1
spirit,27136,27136,0
that,27137,27137,1
would,27138,27138,1
dare,27139,27139,0
a,27140,27140,1
thousand,27141,27141,1
devils,27142,27142,0
.,27143,27143,1
And,27144,27144,1
besides,27145,27145,1
all,27146,27146,1
this,27147,27147,1
",",27148,27148,1
there,27149,27149,1
was,27150,27150,1
a,27151,27151,1
certain,27152,27152,1
lofty,27153,27153,1
bearing,27154,27154,0
about,27155,27155,1
the,27156,27156,1
Pagan,27157,27157,0
",",27158,27158,1
which,27159,27159,1
even,27160,27160,1
his,27161,27161,1
uncouthness,27162,27162,0
could,27163,27163,1
not,27164,27164,1
altogether,27165,27165,1
maim,27166,27166,0
.,27167,27167,1
He,27168,27168,1
looked,27169,27169,1
like,27170,27170,1
a,27171,27171,1
man,27172,27172,1
who,27173,27173,1
had,27174,27174,1
never,27175,27175,1
cringed,27176,27176,0
and,27177,27177,1
never,27178,27178,1
had,27179,27179,1
had,27180,27180,1
a,27181,27181,1
creditor,27182,27182,0
.,27183,27183,1
Whether,27184,27184,1
it,27185,27185,1
was,27186,27186,1
",",27187,27187,1
too,27188,27188,1
",",27189,27189,1
that,27190,27190,1
his,27191,27191,1
head,27192,27192,1
being,27193,27193,1
shaved,27194,27194,0
",",27195,27195,1
his,27196,27196,1
forehead,27197,27197,1
was,27198,27198,1
drawn,27199,27199,1
out,27200,27200,1
in,27201,27201,1
freer,27202,27202,0
and,27203,27203,1
brighter,27204,27204,0
relief,27205,27205,1
",",27206,27206,1
and,27207,27207,1
looked,27208,27208,1
more,27209,27209,1
expansive,27210,27210,0
than,27211,27211,1
it,27212,27212,1
otherwise,27213,27213,1
would,27214,27214,1
",",27215,27215,1
this,27216,27216,1
I,27217,27217,1
will,27218,27218,1
not,27219,27219,1
venture,27220,27220,1
to,27221,27221,1
decide,27222,27222,0
;,27223,27223,1
but,27224,27224,1
certain,27225,27225,1
it,27226,27226,1
was,27227,27227,1
his,27228,27228,1
head,27229,27229,1
was,27230,27230,1
phrenologically,27231,27231,0
an,27232,27232,1
excellent,27233,27233,0
one,27234,27234,1
.,27235,27235,1
It,27236,27236,1
may,27237,27237,1
seem,27238,27238,1
ridiculous,27239,27239,0
",",27240,27240,1
but,27241,27241,1
it,27242,27242,1
reminded,27243,27243,1
me,27244,27244,1
of,27245,27245,1
General,27246,27246,0
Washington,27247,27247,0
’,27248,27248,1
s,27249,27249,1
head,27250,27250,1
",",27251,27251,1
as,27252,27252,1
seen,27253,27253,1
in,27254,27254,1
the,27255,27255,1
popular,27256,27256,0
busts,27257,27257,0
of,27258,27258,1
him,27259,27259,1
.,27260,27260,1
It,27261,27261,1
had,27262,27262,1
the,27263,27263,1
same,27264,27264,1
long,27265,27265,1
regularly,27266,27266,0
graded,27267,27267,0
retreating,27268,27268,0
slope,27269,27269,1
from,27270,27270,1
above,27271,27271,1
the,27272,27272,1
brows,27273,27273,0
",",27274,27274,1
which,27275,27275,1
were,27276,27276,1
likewise,27277,27277,1
very,27278,27278,1
projecting,27279,27279,1
",",27280,27280,1
like,27281,27281,1
two,27282,27282,1
long,27283,27283,1
promontories,27284,27284,0
thickly,27285,27285,1
wooded,27286,27286,0
on,27287,27287,1
top,27288,27288,1
.,27289,27289,1
Queequeg,27290,27290,1
was,27291,27291,1
George,27292,27292,0
Washington,27293,27293,1
cannibalistically,27294,27294,0
developed,27295,27295,0
.,27296,27296,1
Whilst,27297,27297,0
I,27298,27298,1
was,27299,27299,1
thus,27300,27300,1
closely,27301,27301,1
scanning,27302,27302,1
him,27303,27303,1
",",27304,27304,1
half-pretending,27305,27305,0
meanwhile,27306,27306,1
to,27307,27307,1
be,27308,27308,1
looking,27309,27309,1
out,27310,27310,1
at,27311,27311,1
the,27312,27312,1
storm,27313,27313,1
from,27314,27314,1
the,27315,27315,1
casement,27316,27316,0
",",27317,27317,1
he,27318,27318,1
never,27319,27319,1
heeded,27320,27320,0
my,27321,27321,1
presence,27322,27322,0
",",27323,27323,1
never,27324,27324,1
troubled,27325,27325,1
himself,27326,27326,1
with,27327,27327,1
so,27328,27328,1
much,27329,27329,1
as,27330,27330,1
a,27331,27331,1
single,27332,27332,1
glance,27333,27333,1
;,27334,27334,1
but,27335,27335,1
appeared,27336,27336,1
wholly,27337,27337,0
occupied,27338,27338,0
with,27339,27339,1
counting,27340,27340,1
the,27341,27341,1
pages,27342,27342,1
of,27343,27343,1
the,27344,27344,1
marvellous,27345,27345,1
book,27346,27346,1
.,27347,27347,1
Considering,27348,27348,0
how,27349,27349,1
sociably,27350,27350,0
we,27351,27351,1
had,27352,27352,1
been,27353,27353,1
sleeping,27354,27354,1
together,27355,27355,1
the,27356,27356,1
night,27357,27357,1
previous,27358,27358,1
",",27359,27359,1
and,27360,27360,1
especially,27361,27361,1
considering,27362,27362,1
the,27363,27363,1
affectionate,27364,27364,1
arm,27365,27365,1
I,27366,27366,1
had,27367,27367,1
found,27368,27368,1
thrown,27369,27369,1
over,27370,27370,1
me,27371,27371,1
upon,27372,27372,1
waking,27373,27373,1
in,27374,27374,1
the,27375,27375,1
morning,27376,27376,1
",",27377,27377,1
I,27378,27378,1
thought,27379,27379,1
this,27380,27380,1
indifference,27381,27381,0
of,27382,27382,1
his,27383,27383,1
very,27384,27384,1
strange,27385,27385,1
.,27386,27386,1
But,27387,27387,1
savages,27388,27388,1
are,27389,27389,1
strange,27390,27390,1
beings,27391,27391,1
;,27392,27392,1
at,27393,27393,1
times,27394,27394,1
you,27395,27395,1
do,27396,27396,1
not,27397,27397,1
know,27398,27398,1
exactly,27399,27399,1
how,27400,27400,1
to,27401,27401,1
take,27402,27402,1
them,27403,27403,1
.,27404,27404,1
At,27405,27405,1
first,27406,27406,1
they,27407,27407,1
are,27408,27408,1
overawing,27409,27409,0
;,27410,27410,1
their,27411,27411,1
calm,27412,27412,1
self-collectedness,27413,27413,0
of,27414,27414,1
simplicity,27415,27415,0
seems,27416,27416,1
a,27417,27417,1
Socratic,27418,27418,0
wisdom,27419,27419,1
.,27420,27420,1
I,27421,27421,1
had,27422,27422,1
noticed,27423,27423,1
also,27424,27424,1
that,27425,27425,1
Queequeg,27426,27426,1
never,27427,27427,1
consorted,27428,27428,0
at,27429,27429,1
all,27430,27430,1
",",27431,27431,1
or,27432,27432,1
but,27433,27433,1
very,27434,27434,1
little,27435,27435,1
",",27436,27436,1
with,27437,27437,1
the,27438,27438,1
other,27439,27439,1
seamen,27440,27440,1
in,27441,27441,1
the,27442,27442,1
inn,27443,27443,1
.,27444,27444,1
He,27445,27445,1
made,27446,27446,1
no,27447,27447,1
advances,27448,27448,0
whatever,27449,27449,1
;,27450,27450,1
appeared,27451,27451,1
to,27452,27452,1
have,27453,27453,1
no,27454,27454,1
desire,27455,27455,0
to,27456,27456,1
enlarge,27457,27457,0
the,27458,27458,1
circle,27459,27459,0
of,27460,27460,1
his,27461,27461,1
acquaintances,27462,27462,0
.,27463,27463,1
All,27464,27464,1
this,27465,27465,1
struck,27466,27466,1
me,27467,27467,1
as,27468,27468,1
mighty,27469,27469,1
singular,27470,27470,0
;,27471,27471,1
yet,27472,27472,1
",",27473,27473,1
upon,27474,27474,1
second,27475,27475,1
thoughts,27476,27476,1
",",27477,27477,1
there,27478,27478,1
was,27479,27479,1
something,27480,27480,1
almost,27481,27481,1
sublime,27482,27482,0
in,27483,27483,1
it,27484,27484,1
.,27485,27485,1
Here,27486,27486,1
was,27487,27487,1
a,27488,27488,1
man,27489,27489,1
some,27490,27490,1
twenty,27491,27491,0
thousand,27492,27492,1
miles,27493,27493,1
from,27494,27494,1
home,27495,27495,1
",",27496,27496,1
by,27497,27497,1
the,27498,27498,1
way,27499,27499,1
of,27500,27500,1
Cape,27501,27501,1
Horn,27502,27502,1
",",27503,27503,1
that,27504,27504,1
is—which,27505,27505,0
was,27506,27506,1
the,27507,27507,1
only,27508,27508,1
way,27509,27509,1
he,27510,27510,1
could,27511,27511,1
get,27512,27512,1
there—thrown,27513,27513,0
among,27514,27514,1
people,27515,27515,1
as,27516,27516,1
strange,27517,27517,1
to,27518,27518,1
him,27519,27519,1
as,27520,27520,1
though,27521,27521,1
he,27522,27522,1
were,27523,27523,1
in,27524,27524,1
the,27525,27525,1
planet,27526,27526,0
Jupiter,27527,27527,0
;,27528,27528,1
and,27529,27529,1
yet,27530,27530,1
he,27531,27531,1
seemed,27532,27532,1
entirely,27533,27533,1
at,27534,27534,1
his,27535,27535,1
ease,27536,27536,1
;,27537,27537,1
preserving,27538,27538,1
the,27539,27539,1
utmost,27540,27540,1
serenity,27541,27541,0
;,27542,27542,1
content,27543,27543,1
with,27544,27544,1
his,27545,27545,1
own,27546,27546,1
companionship,27547,27547,0
;,27548,27548,1
always,27549,27549,1
equal,27550,27550,1
to,27551,27551,1
himself,27552,27552,1
.,27553,27553,1
Surely,27554,27554,1
this,27555,27555,1
was,27556,27556,1
a,27557,27557,1
touch,27558,27558,1
of,27559,27559,1
fine,27560,27560,1
philosophy,27561,27561,0
;,27562,27562,1
though,27563,27563,1
no,27564,27564,1
doubt,27565,27565,1
he,27566,27566,1
had,27567,27567,1
never,27568,27568,1
heard,27569,27569,1
there,27570,27570,1
was,27571,27571,1
such,27572,27572,1
a,27573,27573,1
thing,27574,27574,1
as,27575,27575,1
that,27576,27576,1
.,27577,27577,1
But,27578,27578,1
",",27579,27579,1
perhaps,27580,27580,1
",",27581,27581,1
to,27582,27582,1
be,27583,27583,1
true,27584,27584,1
philosophers,27585,27585,0
",",27586,27586,1
we,27587,27587,1
mortals,27588,27588,0
should,27589,27589,1
not,27590,27590,1
be,27591,27591,1
conscious,27592,27592,1
of,27593,27593,1
so,27594,27594,1
living,27595,27595,1
or,27596,27596,1
so,27597,27597,1
striving,27598,27598,1
.,27599,27599,1
So,27600,27600,1
soon,27601,27601,1
as,27602,27602,1
I,27603,27603,1
hear,27604,27604,1
that,27605,27605,1
such,27606,27606,1
or,27607,27607,1
such,27608,27608,1
a,27609,27609,1
man,27610,27610,1
gives,27611,27611,1
himself,27612,27612,1
out,27613,27613,1
for,27614,27614,1
a,27615,27615,1
philosopher,27616,27616,0
",",27617,27617,1
I,27618,27618,1
conclude,27619,27619,1
that,27620,27620,1
",",27621,27621,1
like,27622,27622,1
the,27623,27623,1
dyspeptic,27624,27624,0
old,27625,27625,1
woman,27626,27626,0
",",27627,27627,1
he,27628,27628,1
must,27629,27629,1
have,27630,27630,1
“,27631,27631,1
broken,27632,27632,1
his,27633,27633,1
digester.,27634,27634,0
”,27635,27635,1
As,27636,27636,1
I,27637,27637,1
sat,27638,27638,1
there,27639,27639,1
in,27640,27640,1
that,27641,27641,1
now,27642,27642,1
lonely,27643,27643,0
room,27644,27644,1
;,27645,27645,1
the,27646,27646,1
fire,27647,27647,1
burning,27648,27648,0
low,27649,27649,1
",",27650,27650,1
in,27651,27651,1
that,27652,27652,1
mild,27653,27653,1
stage,27654,27654,1
when,27655,27655,1
",",27656,27656,1
after,27657,27657,1
its,27658,27658,1
first,27659,27659,1
intensity,27660,27660,0
has,27661,27661,1
warmed,27662,27662,0
the,27663,27663,1
air,27664,27664,1
",",27665,27665,1
it,27666,27666,1
then,27667,27667,1
only,27668,27668,1
glows,27669,27669,0
to,27670,27670,1
be,27671,27671,1
looked,27672,27672,1
at,27673,27673,1
;,27674,27674,1
the,27675,27675,1
evening,27676,27676,1
shades,27677,27677,1
and,27678,27678,1
phantoms,27679,27679,0
gathering,27680,27680,1
round,27681,27681,1
the,27682,27682,1
casements,27683,27683,0
",",27684,27684,1
and,27685,27685,1
peering,27686,27686,1
in,27687,27687,1
upon,27688,27688,1
us,27689,27689,1
silent,27690,27690,1
",",27691,27691,1
solitary,27692,27692,1
twain,27693,27693,1
;,27694,27694,1
the,27695,27695,1
storm,27696,27696,1
booming,27697,27697,0
without,27698,27698,1
in,27699,27699,1
solemn,27700,27700,1
swells,27701,27701,0
;,27702,27702,1
I,27703,27703,1
began,27704,27704,1
to,27705,27705,1
be,27706,27706,1
sensible,27707,27707,0
of,27708,27708,1
strange,27709,27709,1
feelings,27710,27710,1
.,27711,27711,1
I,27712,27712,1
felt,27713,27713,1
a,27714,27714,1
melting,27715,27715,1
in,27716,27716,1
me,27717,27717,1
.,27718,27718,1
No,27719,27719,1
more,27720,27720,1
my,27721,27721,1
splintered,27722,27722,1
heart,27723,27723,1
and,27724,27724,1
maddened,27725,27725,0
hand,27726,27726,1
were,27727,27727,1
turned,27728,27728,1
against,27729,27729,1
the,27730,27730,1
wolfish,27731,27731,0
world,27732,27732,1
.,27733,27733,1
This,27734,27734,1
